symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,xlarge_inflow,xlarge_outflow,xlarge_net_inflow,large_inflow,large_outflow,large_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,xlarge_net_flow_ratio,large_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK1468,2026-09-04T00:00:00Z,470322,464443,473294,461752,468430,-3987,-0.85,1672669,2155028288,2.28,1.20,0.00,0,792253,880416,106326496000,94244076000,-13483823,89232517,126271492,-37038975,480808032,457252880,23555152,696629136,689502256,7126880,867601888,861244960,6356928,-0.63,-1.72,1.09,0.33,0.29,0,17,7,9,1,0,0,44.32,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1469,2026-09-04T00:00:00Z,106746,110341,111174,105956,105827,4514,4.27,236286,306296771,1.80,1.25,0.00,0,129500,106785,24887133000,24887133000,12500888,10318309,6091536,4226773,82399227,74125112,8274115,90490928,99334195,-8843267,118604430,122262051,-3657621,4.08,1.38,2.70,-2.89,-1.19,0,2,2,0,0,0,0,-32.21,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1470,2026-09-04T00:00:00Z,192999,194223,196387,192325,193150,1073,0.56,5650214,2730783429,0.95,0.95,0.00,0,3110007,2540207,255971989000,243647664000,93171488,482280736,367618432,114662304,667086112,688576928,-21490816,744207760,833264992,-89057232,789131456,793245712,-4114256,3.41,4.20,-0.79,-3.26,-0.15,0,8,5,3,0,0,0,9.14,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1471,2026-09-04T00:00:00Z,81753,82767,83963,81753,81508,1259,1.54,5170788,7980057635,3.49,1.14,0.00,0,2503714,2667074,218147416000,192129132000,-85878576,822337520,719341168,102996352,1572945296,1761820224,-188874928,2361688032,2573766832,-212078800,3036496496,2718465600,318030896,-1.08,1.29,-2.37,-2.66,3.99,0,46,37,9,0,0,0,65.02,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1472,2026-09-04T00:00:00Z,203468,202987,205144,202326,202886,101,0.05,7205538,3414816882,0.58,0.97,0.00,0,3951838,3253700,728993744000,605115904000,22320544,449042672,380171792,68870880,736884512,783434848,-46550336,967681072,1066855936,-99174864,1148478528,1069771152,78707376,0.65,2.02,-1.36,-2.90,2.30,0,28,16,8,4,0,0,9.11,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1473,2026-09-04T00:00:00Z,356326,358432,365242,355983,355520,2912,0.82,2743214,1146419939,2.10,0.88,0.00,0,1314161,1429053,47265538000,41799162000,5223641,28942692,48886416,-19943724,286195312,261027947,25167365,368287920,391463248,-23175328,446740656,428788960,17951696,0.46,-1.74,2.20,-2.02,1.57,0,16,12,3,1,0,0,-4.89,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1474,2026-09-04T00:00:00Z,278497,278905,283081,277286,277693,1212,0.44,1586606,837962049,1.70,0.93,0.00,0,797218,789388,60033849000,48974644000,-17180430,36686105,39421852,-2735747,149277821,163722504,-14444683,269321328,288405824,-19084496,369747232,332008816,37738416,-2.05,-0.33,-1.72,-2.28,4.50,0,10,7,2,1,0,0,75.20,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1475,2026-09-04T00:00:00Z,249070,248241,250897,247302,247390,851,0.34,618832,500997577,0.97,0.70,0.00,0,312393,306438,50084945000,49140255000,-2077443,27597076,18676918,8920158,97750252,108747853,-10997601,158269840,163975618,-5705778,210012642,202229421,7783221,-0.41,1.78,-2.20,-1.14,1.55,0,4,3,1,0,0,0,13.04,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1476,2026-09-04T00:00:00Z,250030,248345,251760,247246,249470,-1125,-0.45,854514,784928960,1.04,0.69,0.00,0,431912,422602,69471245000,68140881000,-29510535,119183585,101109878,18073707,163402524,210986766,-47584242,236572278,235266347,1305931,253417848,225213243,28204605,-3.76,2.30,-6.06,0.17,3.59,0,6,2,3,1,0,0,9.65,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1477,2026-09-04T00:00:00Z,335346,330176,337696,328212,332444,-2268,-0.68,3034314,3802469343,0.98,0.91,0.00,0,1474298,1560016,212840194000,200764447000,-151917216,228851280,303994896,-75143616,698010064,774783664,-76773600,1167401616,1232047664,-64646048,1651807520,1432156064,219651456,-4.00,-1.98,-2.02,-1.70,5.78,0,19,10,9,0,0,0,141.81,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1478,2026-09-04T00:00:00Z,91347,91583,92947,91064,90768,815,0.90,7133667,4974949657,4.33,1.05,0.00,0,3557442,3576225,112194441000,101962342000,160573824,377303920,271201488,106102432,1033593504,979122112,54471392,1534208896,1673438832,-139229936,1900074768,1921418640,-21343872,3.23,2.13,1.09,-2.80,-0.43,0,21,10,10,1,0,0,-106.24,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1479,2026-09-04T00:00:00Z,129174,130634,131415,128979,129291,1343,1.04,6647841,2659299389,0.73,1.43,0.00,0,3638533,3009308,428651792000,335773536000,96834304,566031360,470426608,95604752,649429680,648200128,1229552,737886096,806573808,-68687712,669920032,698066624,-28146592,3.64,3.60,0.05,-2.58,-1.06,0,9,8,0,1,0,0,-2520.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1480,2026-09-04T00:00:00Z,179322,181419,182132,178814,178929,2490,1.39,1874259,944553478,1.14,1.31,0.00,0,1244855,629404,131906859000,123732073000,96618534,159096269,53162519,105933750,204033341,213348557,-9315216,269645808,308680320,-39034512,304442368,362026384,-57584016,10.23,11.22,-0.99,-4.13,-6.10,0,5,5,0,0,0,0,25.96,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1481,2026-09-04T00:00:00Z,165021,165773,166522,164698,165221,552,0.33,4864746,2782063682,0.48,0.93,0.00,0,2516613,2348134,523815216000,480563856000,79738645,266682507,205812134,60870373,597129376,578261104,18868272,857995888,881172064,-23176176,1015678976,1072241456,-56562480,2.87,2.19,0.68,-0.83,-2.03,0,17,8,8,1,0,0,13.18,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1482,2026-09-04T00:00:00Z,167995,169218,170572,167752,167459,1759,1.05,11774397,11419399027,2.04,1.25,0.00,0,5986180,5788217,741766048000,618069712000,-295565632,1593804832,1765228560,-171423728,2640770304,2764912208,-124141904,3105591936,3150748624,-45156688,3675825152,3301698176,374126976,-2.59,-1.50,-1.09,-0.40,3.28,0,20,13,6,1,0,0,12.96,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1483,2026-09-04T00:00:00Z,270574,271212,272956,270034,269956,1256,0.47,2889990,1586623368,0.68,0.98,0.00,0,1541712,1348278,359381248000,315389008000,48347211,161762592,117436101,44326491,324066784,320046064,4020720,416891504,471494848,-54603344,665389872,659133744,6256128,3.05,2.79,0.25,-3.44,0.39,0,21,12,8,1,0,0,14.57,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1484,2026-09-04T00:00:00Z,162771,159824,163976,159139,159476,348,0.22,3599733,2124141560,8.36,2.49,0.00,0,1387086,2212647,31471790000,27137579000,-282171392,268606160,405994752,-137388592,373003824,517786624,-144782800,604218912,564468080,39750832,751293952,508873392,242420560,-13.28,-6.47,-6.82,1.87,11.41,0,8,4,4,0,0,0,98.47,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1485,2026-09-04T00:00:00Z,148353,149117,150504,148306,148041,1076,0.73,3219291,1697295356,0.39,0.90,0.00,0,1753765,1465526,390713984000,386228896000,-11035800,193685397,252639805,-58954408,416320400,368401792,47918608,503506976,516901600,-13394624,566156752,541726304,24430448,-0.65,-3.47,2.82,-0.79,1.44,0,7,5,0,2,0,0,17.70,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1486,2026-09-04T00:00:00Z,403011,405614,411921,402214,401449,4165,1.04,581996,512487202,1.25,1.04,0.00,0,320506,261491,34346828000,34070791000,-15395029,14472376,18596079,-4123703,80259660,91530986,-11271326,164609949,173078370,-8468421,247932068,224068617,23863451,-3.00,-0.80,-2.20,-1.65,4.66,0,6,5,1,0,0,0,75.20,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1487,2026-09-04T00:00:00Z,420826,419220,427604,417599,418394,826,0.20,543538,292360640,1.35,1.11,0.00,0,276013,267525,22086126000,22057429000,7939074,13214312,7520454,5693858,54390132,52144916,2245216,86432313,91631263,-5198950,133809356,136549481,-2740125,2.72,1.95,0.77,-1.78,-0.94,0,4,3,1,0,0,0,-88.70,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1488,2026-09-04T00:00:00Z,168529,169978,171491,168529,168699,1279,0.76,1021743,941964248,0.81,1.00,0.00,0,590159,431584,177638678000,104555720000,-4613369,30179456,29458718,720738,138955170,144289277,-5334107,269701552,311048736,-41347184,463769600,419708592,44061008,-0.49,0.08,-0.57,-4.39,4.68,0,14,10,4,0,0,0,15.89,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1489,2026-09-04T00:00:00Z,519595,521958,528158,518971,518705,3253,0.63,914629,1403724991,0.73,0.94,0.00,0,513392,401237,269611312000,253232939000,-4982693,112872499,94290648,18581851,290487600,314052144,-23564544,435580880,428577120,7003760,552543280,554564352,-2021072,-0.35,1.32,-1.68,0.50,-0.14,0,4,3,1,0,0,0,13.39,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1490,2026-09-04T00:00:00Z,289448,291936,294672,288719,288451,3485,1.21,2064783,1359438045,1.23,0.97,0.00,0,1232135,832648,109868492000,103779241000,51496671,129673851,46703964,82969887,273657200,305130416,-31473216,381672800,449836976,-68164176,560106208,543438720,16667488,3.79,6.10,-2.32,-5.01,1.23,0,12,8,4,0,0,0,-12.86,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1491,2026-09-04T00:00:00Z,161797,160771,163332,159716,161201,-430,-0.27,576095,445359337,2.21,0.82,0.00,0,267035,309060,22884481000,19482318000,-20599780,2594140,4607203,-2013063,57383415,75970132,-18586717,124502569,135512967,-11010398,253042832,221432653,31610179,-4.63,-0.45,-4.17,-2.47,7.10,0,7,2,4,1,0,0,49.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1492,2026-09-04T00:00:00Z,80164,80390,81397,79079,80697,-307,-0.38,4140304,1502780135,2.83,0.75,0.00,0,1911021,2229282,55874675000,55843202000,-44314703,70684660,61186339,9498321,274128336,327941360,-53813024,432036272,455491984,-23455712,681659600,613889184,67770416,-2.95,0.63,-3.58,-1.56,4.51,0,7,4,3,0,0,0,-14.31,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1493,2026-09-04T00:00:00Z,254464,253849,256188,252232,255919,-2070,-0.81,7985089,8297899104,1.10,0.74,0.00,0,4159984,3825104,2109153472000,1622325136000,-280900512,675014768,830922832,-155908064,1835934928,1960927376,-124992448,2647919024,2495455872,152463152,3004583552,2876146176,128437376,-3.39,-1.88,-1.51,1.84,1.55,0,17,5,11,1,0,0,16.84,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1494,2026-09-04T00:00:00Z,129954,129755,131459,129048,129887,-132,-0.10,3791236,3078337117,1.53,0.62,0.00,0,1801436,1989801,224894185000,224354994000,-49447873,199552328,250622425,-51070097,542217104,540594880,1622224,937573552,887344128,50229424,1352010080,1352791648,-781568,-1.61,-1.66,0.05,1.63,-0.03,0,10,4,6,0,0,0,44.67,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1495,2026-09-04T00:00:00Z,118381,118792,120393,117904,118001,791,0.67,496876,736457699,1.54,1.30,0.00,0,278224,218652,53602684000,48175949000,5267601,16856930,18293516,-1436586,124412685,117708498,6704187,243424110,245253364,-1829254,341020064,344458416,-3438352,0.72,-0.20,0.91,-0.25,-0.47,0,9,7,1,1,0,0,26.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1496,2026-09-04T00:00:00Z,56071,57180,57526,55777,55782,1398,2.51,159856,244245577,1.75,1.13,0.00,0,90683,69173,19498360000,12597730000,1493422,7016575,2505783,4510792,27422614,30439984,-3017370,72724857,81519148,-8794291,132030630,124729761,7300869,0.61,1.85,-1.24,-3.60,2.99,0,4,4,0,0,0,0,28.72,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1497,2026-09-04T00:00:00Z,206961,204907,210408,204275,207678,-2771,-1.33,394062,676582540,1.58,1.00,0.00,0,212914,181148,30942301000,24999140000,-37437043,27826424,42313639,-14487215,118259419,141209247,-22949828,150205336,171344255,-21138919,159347149,152999156,6347993,-5.53,-2.14,-3.39,-3.12,0.94,0,8,5,3,0,0,0,50.74,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1498,2026-09-04T00:00:00Z,148271,150115,151778,147993,147962,2153,1.46,825371,1927889233,2.28,1.13,0.00,0,438710,386661,95339256000,85055300000,6686018,146115471,123956445,22159026,435091648,450564656,-15473008,613774720,647419408,-33644688,705578176,678619504,26958672,0.35,1.15,-0.80,-1.75,1.40,0,8,7,1,0,0,0,25.35,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1499,2026-09-04T00:00:00Z,61604,62546,62734,61227,61792,754,1.22,65077,21492904,0.70,1.54,0.00,0,30797,34280,5934475000,3071891000,565346,1546210,3501729,-1955519,8864708,6343843,2520865,7169458,7336743,-167285,2540303,2938365,-398062,2.63,-9.10,11.73,-0.78,-1.85,0,1,1,0,0,0,0,-10.16,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1500,2026-09-04T00:00:00Z,133956,134890,136313,133723,133273,1617,1.21,59949,446306513,0.79,1.19,0.00,0,34292,25657,59160704000,44321368000,-6966137,7202732,11400856,-4198124,94636294,97404307,-2768013,150216731,155541456,-5324725,145268600,130227605,15040995,-1.56,-0.94,-0.62,-1.19,3.37,0,3,3,0,0,0,0,31.80,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1501,2026-09-04T00:00:00Z,444120,461704,470727,442571,442809,18895,4.27,1052079,1231406985,2.10,1.59,0.00,0,568533,483545,58974200000,53072125000,60047190,119882465,92029991,27852474,251740151,219545435,32194716,368731472,339608944,29122528,382143152,424019280,-41876128,4.88,2.26,2.61,2.36,-3.40,0,12,10,2,0,0,0,44.11,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1502,2026-09-04T00:00:00Z,466714,484997,494604,461834,473839,11158,2.35,3829215,2885676658,14.80,1.30,0.00,0,1965878,1863337,22034116000,21723177000,842246576,1096813200,281886672,814926528,608916384,581596336,27320048,605008752,895996224,-290987472,549746224,1101005328,-551259104,29.19,28.24,0.95,-10.08,-19.10,0,4,3,1,0,0,0,-54.94,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1503,2026-09-04T00:00:00Z,303593,300931,306738,298925,301601,-670,-0.22,630536,757866000,2.24,0.71,0.00,0,317564,312972,43055504000,39185936000,20669826,73127548,60335169,12792379,195525843,187648396,7877447,243527143,240135202,3391941,224803732,252789446,-27985714,2.73,1.69,1.04,0.45,-3.69,0,6,3,3,0,0,0,54.35,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1504,2026-09-04T00:00:00Z,153379,157096,158986,151955,154801,2295,1.48,4192556,4656882304,14.28,0.98,0.00,0,2276101,1916455,174434737000,36744391000,-145838384,435184608,513805920,-78621312,898292672,965509744,-67217072,1467165376,1383618976,83546400,1665813056,1603521088,62291968,-3.13,-1.69,-1.44,1.79,1.34,0,9,8,1,0,0,0,44.77,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1505,2026-09-04T00:00:00Z,252092,258930,260768,250440,252738,6192,2.45,2755353,2651939912,2.95,0.97,0.00,0,1550117,1205236,82358242000,77585207000,6716746,268215706,289467792,-21252086,622626256,594657424,27968832,852838144,853959952,-1121808,791516400,774302240,17214160,0.25,-0.80,1.05,-0.04,0.65,0,13,13,0,0,0,0,59.04,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1506,2026-09-04T00:00:00Z,233863,239900,242734,232734,235735,4165,1.77,478597,227328653,2.45,0.72,0.00,0,269380,209217,10627896000,9385408000,2367456,7785388,6463813,1321575,47534474,46488593,1045881,65513244,77560245,-12047001,78352018,66476012,11876006,1.04,0.58,0.46,-5.30,5.22,0,3,3,0,0,0,0,52.67,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1507,2026-09-04T00:00:00Z,152283,155327,157340,151450,152082,3245,2.13,207027,543844577,2.69,1.22,0.00,0,120286,86740,29646753000,20063235000,4619375,21823357,16321209,5502148,101157207,102039980,-882773,188444841,187391216,1053625,212225289,208387601,3837688,0.85,1.01,-0.16,0.19,0.71,0,4,4,0,0,0,0,33.30,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1508,2026-09-04T00:00:00Z,191966,207767,209399,190036,191558,16209,8.46,7955308,3879204303,5.72,2.29,0.00,0,4326433,3628875,85221878000,76737996000,784665424,1013293120,356309968,656983152,950244896,822562624,127682272,957074624,1229442144,-272367520,914512640,1426810544,-512297904,20.23,16.94,3.29,-7.02,-13.21,0,9,9,0,0,0,0,-9.20,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1509,2026-09-04T00:00:00Z,597808,620288,629468,593125,594972,25316,4.25,1008214,1352460031,3.16,1.39,0.00,0,547038,461176,87645363000,87491051000,-12466393,64854765,53093910,11760855,272514368,296741616,-24227248,442642880,539269136,-96626256,556623152,447530512,109092640,-0.92,0.87,-1.79,-7.14,8.07,0,4,4,0,0,0,0,28.89,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1510,2026-09-04T00:00:00Z,96038,100019,100602,95129,95613,4406,4.61,796566,547801587,2.54,0.98,0.00,0,496431,300136,10397224000,9770361000,-1878551,23561273,12766374,10794899,120361816,133035266,-12673450,183478200,208992170,-25513970,198909312,171516790,27392522,-0.34,1.97,-2.31,-4.66,5.00,0,3,3,0,0,0,0,-235.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1511,2026-09-04T00:00:00Z,332823,346957,350657,331446,332173,14784,4.45,1685373,1990331983,3.71,1.52,0.00,0,993314,692059,71805233000,59371930000,-37222889,146988655,126650040,20338615,350106384,407667888,-57561504,621480512,679145456,-57664944,849993632,755105792,94887840,-1.87,1.02,-2.89,-2.90,4.77,0,8,8,0,0,0,0,40.21,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1512,2026-09-04T00:00:00Z,408911,432707,436606,406487,407348,25359,6.23,12372612,10042468436,5.05,2.70,0.00,0,7272708,5099903,459108208000,332216704000,791206992,1694731552,1269562720,425168832,2895265664,2529227504,366038160,2984798416,3182076144,-197277728,2390379456,2984308704,-593929248,7.88,4.23,3.64,-1.96,-5.91,0,11,10,1,0,0,0,-33.37,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1513,2026-09-04T00:00:00Z,107277,112012,112829,106888,107199,4813,4.49,270327,263318900,3.63,0.67,0.00,0,106478,163850,6351222000,6162757000,91797574,89387839,16873900,72513939,61508073,42224438,19283635,47840310,89782463,-41942153,61257016,111112437,-49855421,34.86,27.54,7.32,-15.93,-18.93,0,3,3,0,0,0,0,50.40,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1514,2026-09-04T00:00:00Z,67116,69104,70050,66455,67087,2017,3.01,1733609,583764520,4.61,1.04,0.00,0,1031124,702485,12662765000,12588009000,28275513,12208142,9321308,2886834,147806848,122418169,25388679,164555338,188413796,-23858458,249084405,253501460,-4417055,4.84,0.49,4.35,-4.09,-0.76,0,4,4,0,0,0,0,-12.31,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1515,2026-09-04T00:00:00Z,95046,98924,99825,93863,96577,2347,2.43,1074010,1261948781,3.40,0.89,0.00,0,629223,444787,36148343000,36148343000,54298317,137578116,85378055,52200061,277634912,275536656,2098256,404915680,434989568,-30073888,422068160,446292592,-24224432,4.30,4.14,0.17,-2.38,-1.92,0,2,2,0,0,0,0,291.90,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1516,2026-09-04T00:00:00Z,107474,113223,115297,105126,109403,3820,3.49,6600028,3810100904,8.46,1.23,0.00,0,3496117,3103912,50534917000,50534917000,222352480,705896928,565490960,140405968,834491024,752544512,81946512,1025642784,1051205360,-25562576,940614560,1137404464,-196789904,5.84,3.69,2.15,-0.67,-5.16,0,5,4,1,0,0,0,-2549.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1517,2026-09-04T00:00:00Z,134145,137582,140272,133232,134517,3065,2.28,1147258,1081926014,8.82,0.89,0.00,0,664814,482443,12819375000,11696084000,-26248247,47789598,39614443,8175155,216623653,251047055,-34423402,352677152,378801856,-26124704,448154576,395781616,52372960,-2.43,0.76,-3.18,-2.41,4.84,0,4,4,0,0,0,0,15.23,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1518,2026-09-04T00:00:00Z,475407,500468,512125,467221,488247,12221,2.50,9163522,8031452047,13.64,0.95,0.00,0,4571643,4591879,64400871000,58775019000,330323232,848150640,550710944,297439696,1860949536,1828066000,32883536,2534957536,2633026592,-98069056,2289931536,2526060336,-236128800,4.11,3.70,0.41,-1.22,-2.94,0,10,9,1,0,0,0,154.13,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1519,2026-09-04T00:00:00Z,430020,429018,441201,427349,427354,1664,0.39,1471168,3668503481,1.33,1.32,0.00,0,698836,772331,914496240000,411684096000,-23432304,419456736,441701824,-22245088,891039856,892227072,-1187216,1208375296,1280877568,-72502272,1103295296,1007360736,95934560,-0.64,-0.61,-0.03,-1.98,2.62,0,3,2,1,0,0,0,34.46,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1520,2026-09-04T00:00:00Z,245882,247412,250395,245519,245276,2136,0.87,2007118,1447542216,0.55,1.27,0.00,0,1067763,939355,378247136000,321377856000,143139388,172178036,88773880,83404156,374321936,314586704,59735232,412838096,482011216,-69173120,472687264,546653520,-73966256,9.89,5.76,4.13,-4.78,-5.11,0,6,6,0,0,0,0,54.41,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1521,2026-09-04T00:00:00Z,362519,361243,366002,358705,360866,377,0.10,413585,944538421,0.52,0.94,0.00,0,212922,200664,158435221000,140484627000,17368994,85775822,62134994,23640828,155839793,162111627,-6271834,308398320,316427184,-8028864,373464736,384750912,-11286176,1.84,2.50,-0.66,-0.85,-1.19,0,9,6,3,0,0,0,29.95,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1522,2026-09-04T00:00:00Z,195801,196038,197841,195368,194922,1116,0.57,340635,662036566,1.11,0.81,0.00,0,182058,158577,77740693000,57212858000,-18013677,15075852,19511007,-4435155,108096930,121675452,-13578522,238968813,233651483,5317330,290940096,278243760,12696336,-2.72,-0.67,-2.05,0.80,1.92,0,11,6,5,0,0,0,22.33,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1523,2026-09-04T00:00:00Z,138625,139116,140661,138050,138021,1095,0.79,467908,174676560,0.97,0.90,0.00,0,234535,233373,18997618000,18047920000,-2260722,0,3059778,-3059778,32911233,32112177,799056,46531288,53081051,-6549763,89588946,79044009,10544937,-1.29,-1.75,0.46,-3.75,6.04,0,6,6,0,0,0,0,66.20,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1524,2026-09-04T00:00:00Z,117455,116468,118414,115793,116539,-71,-0.06,457593,438569516,1.96,1.00,0.00,0,223825,233768,15588013000,15449858000,-4223286,22090027,33121843,-11031816,107390529,100581999,6808530,125482322,129073361,-3591039,176276947,168462622,7814325,-0.96,-2.52,1.55,-0.82,1.78,0,3,2,1,0,0,0,133.27,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1525,2026-09-04T00:00:00Z,490544,482084,492014,480581,487875,-5791,-1.19,4109637,6579994212,1.71,1.29,0.00,0,1780683,2328954,476071984000,400966384000,76120160,569561520,556071904,13489616,1376144336,1313513792,62630544,1996040880,2006321984,-10281104,2373357184,2482854944,-109497760,1.16,0.21,0.95,-0.16,-1.66,0,44,9,35,0,0,0,18.07,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1526,2026-09-04T00:00:00Z,422641,415170,424450,413201,419219,-4049,-0.97,18185285,33289271093,2.89,1.23,0.00,0,8275548,9909737,1086020096000,882376816000,-27273168,4500969728,4031114960,469854768,7072727296,7569855232,-497127936,9674904320,10230905856,-556001536,11036376064,10466305024,570071040,-0.08,1.41,-1.49,-1.67,1.71,0,117,29,79,9,0,0,30.47,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1527,2026-09-04T00:00:00Z,276330,272995,277745,271902,274699,-1704,-0.62,2073216,2027117325,1.18,0.85,0.00,0,968379,1104837,243008570000,199296119000,-41775704,94197285,113891917,-19694632,395643296,417724368,-22081072,654564032,644442320,10121712,854095216,822441216,31654000,-2.06,-0.97,-1.09,0.50,1.56,0,21,6,13,2,0,0,16.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
BK1528,2026-09-04T00:00:00Z,479636,469807,481566,467326,476405,-6598,-1.38,5041865,8498326390,2.83,1.15,0.00,0,2369588,2672277,321483872000,279224032000,-359458656,498960528,786769344,-287808816,1768322816,1839972656,-71649840,2627066848,2610650848,16416000,3397090304,3059714688,337375616,-4.23,-3.39,-0.84,0.19,3.97,0,56,9,45,2,0,0,49.84,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-09-04T18:50:00+08:00
